codigo;ncm;descricao;anexo;segmento;item;convenios
11.002.00;3401.20.90 3808.94.19;Sabões, desinfetantes e sanitizantes, todos em pó, flocos, palhetas, grânulos ou outras formas semelhantes, para lavar roupas;XII;MATERIAIS DE LIMPEZA;2.0;CV 74/21
11.003.00;3401.20.90 3808.94.19;Sabões, desinfetantes e sanitizantes, todos líquidos para lavar roupas;XII;MATERIAIS DE LIMPEZA;3.0;CV 74/21
11.004.00;3402.20.00;Detergentes em pó, flocos, palhetas, grânulos ou outras formas semelhantes, inclusive adicionados de propriedades desinfetantes ou sanitizantes;XII;MATERIAIS DE LIMPEZA;4.0;CV 74/21
11.005.00;3402.20.00;Detergentes líquidos, exceto para lavar roupa;XII;MATERIAIS DE LIMPEZA;5.0;
11.006.00;3402.20.00;Detergentes líquidos para lavar roupa, inclusive adicionados de propriedades desinfetantes ou sanitizantes;XII;MATERIAIS DE LIMPEZA;6.0;CV 74/21
11.007.00;3402;Outros agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluídas as preparações auxiliares para lavagem) e preparações para limpeza (inclusive multiuso e limpadores), mesmo contendo sabão, exceto os produtos descritos nos CEST 11.001.00, 11.004.00, 11.005.00 e 11.006.00; em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg;XII;MATERIAIS DE LIMPEZA;7.0;
11.008.00;3809.91.90;Amaciante/suavizante;XII;MATERIAIS DE LIMPEZA;8.0;
11.009.00;3924.10.00
3924.90.00
6805.30.10
6805.30.90;Esponjas para limpeza;XII;MATERIAIS DE LIMPEZA;9.0;
11.010.00;2207
2208.90.00;Álcool etílico para limpeza;XII;MATERIAIS DE LIMPEZA;10.0;
11.011.00;7323.10.00;Esponjas e palhas de aço; esponjas para limpeza, polimento ou uso semelhantes; todas de uso doméstico;XII;MATERIAIS DE LIMPEZA;11.0;
11.012.00;3923.2;Sacos de lixo de conteúdo igual ou inferior a 100 litros

 
 ;XII;MATERIAIS DE LIMPEZA;12.0;
12.001.00;8504;Transformadores, bobinas de reatância e de auto indução, inclusive os transformadores de potência superior a 16 KVA, classificados nas posições 8504.33.00 e 8504.34.00; exceto os demais transformadores da subposição 8504.3, os reatores para lâmpadas elétricas de descarga classificados no código 8504.10.00, os carregadores de acumuladores do código 8504.40.10, os equipamentos de alimentação ininterrupta de energia (UPS ou “no break”), no código 8504.40.40 e os de uso automotivo;XIII;MATERIAIS ELÉTRICOS;1.0;
12.002.00;8516;Aquecedores elétricos de água, incluídos os de imersão, chuveiros ou duchas elétricos, torneiras elétricas, resistências de aquecimento, inclusive as de duchas e chuveiros elétricos e suas partes; exceto outros fornos, fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, classificados na posição 8516.60.00;XIII;MATERIAIS ELÉTRICOS;2.0;
12.003.00;8535;Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, corta-circuitos, para-raios, limitadores de tensão, eliminadores de onda, tomadas de corrente e outros conectores, caixas de junção), para tensão superior a 1.000V, exceto os de uso automotivo;XIII;MATERIAIS ELÉTRICOS;3.0;
12.004.00;8536;Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, eliminadores de onda, plugues e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000V; conectores para fibras ópticas, feixes ou cabos de fibras ópticas; exceto “starter” classificado na subposição 8536.50 e os de uso automotivo;XIII;MATERIAIS ELÉTRICOS;4.0;
12.005.00;8538;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535 e 8536;XIII;MATERIAIS ELÉTRICOS;5.0;
12.006.00;7413.00.00;Cabos, tranças e semelhantes, de cobre, não isolados para usos elétricos, exceto os de uso automotivo;XIII;MATERIAIS ELÉTRICOS;6.0;
12.007.00;8544
7605
7614;Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo;XIII;MATERIAIS ELÉTRICOS;7.0;
12.008.00;8546;Isoladores de qualquer matéria, para usos elétricos;XIII;MATERIAIS ELÉTRICOS;8.0;
12.009.00;8547;Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas; tubos isoladores e suas peças de ligação, de metais comuns, isolados interiormente

 ;XIII;MATERIAIS ELÉTRICOS;9.0;
13.001.00;3003
3004;Medicamentos de referência - positiva, exceto para uso veterinário;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;1.0;
13.001.01;3003
3004;Medicamentos de referência - negativa, exceto para uso veterinário;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;1.1;
13.001.02;3003
3004;Medicamentos de referência - neutra, exceto para uso veterinário;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;1.2;
13.002.00;3003
3004;Medicamentos genérico - positiva, exceto para uso veterinário;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;2.0;
13.002.01;3003
3004;Medicamentos genérico - negativa, exceto para uso veterinário;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;2.1;
13.002.02;3003
3004;Medicamentos genérico - neutra, exceto para uso veterinário;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;2.2;
13.003.00;3003
3004;Medicamentos similar - positiva, exceto para uso veterinário;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;3.0;
13.003.01;3003
3004;Medicamentos similar - negativa, exceto para uso veterinário;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;3.1;
13.003.02;3003
3004;Medicamentos similar - neutra, exceto para uso veterinário;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;3.2;
13.004.00;3003
3004;Outros tipos de medicamentos - positiva, exceto para uso veterinário;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;4.0;
13.004.01;3003
3004;Outros tipos de medicamentos - negativa, exceto para uso veterinário;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;4.1;
13.004.02;3003
3004;Outros tipos de medicamentos - neutra, exceto para uso veterinário;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;4.2;
13.005.00;3006.60.00;Preparações químicas contraceptivas de referência, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - positiva.;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;5.0;
13.005.01;3006.60.00;Preparações químicas contraceptivas de referência, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - negativa.;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;5.1;
13.005.02;3006.60.00;Preparações químicas contraceptivas genérico, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas – positiva.;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;5.2;
13.005.03;3006.60.00;Preparações químicas contraceptivas genérico, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas – negativa.;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;5.3;
13.005.04;3006.60.00;Preparações químicas contraceptivas similar, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas – positiva.;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;5.4;
13.005.05;3006.60.00;Preparações químicas contraceptivas similar, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas – negativa.;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;5.5;
13.006.00;2936;Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluídos os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções - neutra;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;6.0;
13.007.00;3006.30;Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - positiva;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;7.0;
13.007.01;3006.30;Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - negativa;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;7.1;
13.008.00;3002;Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - positiva;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;8.0;
13.008.01;3002;Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - negativa;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;8.1;
13.009.00;3002;Vacinas e produtos semelhantes, exceto para uso veterinário - positiva;;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;9.0;
13.009.01;3002;Vacinas e produtos semelhantes, exceto para uso veterinário - negativa;;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;9.1;
13.010.00;3005.10.10;Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Positiva;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;10.0;
13.010.01;3005.10.10;Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Negativa;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;10.1;
13.011.00;3005;Algodão, atadura, esparadrapo, gazes, pensos, sinapismos, e outros, acondicionados para venda a retalho para usos medicinais, cirúrgicos ou dentários, não impregnados ou recobertos de substâncias farmacêuticas - Lista Neutra;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;11.0;
13.012.00;4015.11.00
4015.19.00;Luvas cirúrgicas e luvas de procedimento - neutra;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;12.0;
13.013.00;4014.10.00;Preservativo – neutra;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;13.0;
13.014.00;9018.31;Seringas, mesmo com agulhas - neutra;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;14.0;
13.015.00;9018.32.1;Agulhas para seringas - neutra;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;15.0;
13.016.00;3926.90.90
9018.90.99;Contraceptivos (dispositivos intrauterinos - DIU) - neutra

 ;XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;16.0;
14.001.00;7013;Objetos de vidro para serviço de mesa ou de cozinha;XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;1.0;
14.002.00;7013.37.00;Outros copos, exceto de vitrocerâmica;XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;2.0;
14.003.00;7013.42.90;Objetos para serviço de mesa (exceto copos) ou de cozinha, exceto de vitrocerâmica;XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;3.0;
14.004.00;3919
3920
3921;Lonas plásticas, exceto as para uso na construção;XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;4.0;
14.005.00;3924;Artefatos de higiene/toucador de plástico, exceto os para uso na construção;XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;5.0;
14.006.00;3924.10.00;Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, não descartáveis;XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;6.0;
14.006.01;3924.10.00;Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, descartáveis;XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;6.1;
14.007.00;6911.10.10;Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis - estojos;XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;7.0;
14.008.00;6911.10.90;Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis - avulsos;XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;8.0;
14.009.00;6912.00.00;Artigos para serviço de mesa ou de cozinha, de cerâmica;XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;9.0;
14.010.00;6912.00.00;Velas para filtros;XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;10.0;
14.011.00;4823.20.9;Filtros descartáveis para coar café ou chá;XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;11.0;
14.012.00;4823.6;Bandejas, travessas, pratos, xícaras ou chávenas, taças, copos e artigos semelhantes, de papel ou cartão;XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;12.0;
14.013.00;4813.10.00;Papel para cigarro

 ;XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;13.0;
16.001.00;4011.10.00;Pneus novos, dos tipos utilizados em automóveis de passageiros (incluídos os veículos de uso misto - camionetas e os automóveis de corrida);XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;1.0;
16.002.00;4011;Pneus novos, dos tipos utilizados em caminhões (inclusive para os fora-de-estrada), ônibus, aviões, máquinas de terraplenagem, de construção e conservação de estradas, máquinas e tratores agrícolas, pá-carregadeira;XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;2.0;
16.003.00;4011.40.00;Pneus novos para motocicletas;XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;3.0;
16.004.00;4011;Outros tipos de pneus novos, exceto os itens classificados no CEST 16.005.00;XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;4.0;
16.005.00;4011.50.00;Pneus novos de borracha dos tipos utilizados em bicicletas;XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;5.0;
16.006.00;4012.1;Pneus recauchutados;XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;6.0;
16.007.00;4012.90;Protetores de borracha, exceto os itens classificados no CEST 16.007.01;XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;7.0;
16.007.01;4012.90;Protetores de borracha para bicicletas;XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;7.1;
16.008.00;4013;Câmaras de ar de borracha, exceto os itens classificados no CEST 16.009.00;XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;8.0;
16.009.00;4013.20.00;Câmaras de ar de borracha dos tipos utilizados em bicicletas

 ;XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;9.0;
17.001.00;1704.90.10;Chocolate branco, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os ovos de páscoa de chocolate.;XVII;PRODUTOS ALIMENTÍCIOS;1.0;
17.002.00;1806.31.10
1806.31.20;Chocolates contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;2.0;
17.003.00;1806.32.10
1806.32.20;Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg;XVII;PRODUTOS ALIMENTÍCIOS;3.0;
17.004.00;1806.90.00;Chocolates e outras preparações alimentícias contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os achocolatados em pó e ovos de páscoa de chocolate.;XVII;PRODUTOS ALIMENTÍCIOS;4.0;
17.005.00;1704.90.10;Ovos de páscoa de chocolate branco;XVII;PRODUTOS ALIMENTÍCIOS;5.0;
17.005.01;1806.90.00;Ovos de páscoa de chocolate;XVII;PRODUTOS ALIMENTÍCIOS;5.1;
17.006.00;1806.90.00;Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02;XVII;PRODUTOS ALIMENTÍCIOS;6.0;
17.006.01;1806.10.00;Cacau em pó, com adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1kg;XVII;PRODUTOS ALIMENTÍCIOS;6.1;
17.006.02;1806.90.00;Achocolatados em pó, em cápsulas;XVII;PRODUTOS ALIMENTÍCIOS;6.2;
17.007.00;1806.90.00;Caixas de bombons contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;7.0;
17.008.00;1704.90.90;Bombons, inclusive à base de chocolate branco sem cacau;XVII;PRODUTOS ALIMENTÍCIOS;8.0;
17.009.00;1806.90.00;Bombons, balas, caramelos, confeitos, pastilhas e outros produtos de confeitaria, contendo cacau;XVII;PRODUTOS ALIMENTÍCIOS;9.0;
17.010.00;2009;Sucos de frutas ou de produtos hortícolas; mistura de sucos;XVII;PRODUTOS ALIMENTÍCIOS;10.0;
17.011.00;2009.8;Água de coco;XVII;PRODUTOS ALIMENTÍCIOS;11.0;
17.012.00;0402.1
0402.2
0402.9;Leite em pó, blocos ou grânulos, exceto creme de leite;XVII;PRODUTOS ALIMENTÍCIOS;12.0;
17.013.00;1901.10.20;Farinha láctea;XVII;PRODUTOS ALIMENTÍCIOS;13.0;
17.014.00;1901.10.10;Leite modificado para alimentação de crianças;XVII;PRODUTOS ALIMENTÍCIOS;14.0;
17.015.00;1901.10.90
1901.10.30;Preparações para alimentação infantil à base de farinhas, grumos, sêmolas ou amidos e outros;XVII;PRODUTOS ALIMENTÍCIOS;15.0;
17.016.00;0401.10.10
0401.20.10;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo inferior ou igual a 2 litros;XVII;PRODUTOS ALIMENTÍCIOS;16.0;
17.016.01;0401.10.10
0401.20.10;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo superior a 2 litros e inferior ou igual a 5 litros;XVII;PRODUTOS ALIMENTÍCIOS;16.1;
17.017.00;0401.40.10
0401.50.10;Leite em recipiente de conteúdo inferior ou igual a 1 litro;XVII;PRODUTOS ALIMENTÍCIOS;17.0;
17.017.01;0401.40.10
0401.50.10;Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros;XVII;PRODUTOS ALIMENTÍCIOS;17.1;
17.018.00;0401.10.90
0401.20.90;Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro;XVII;PRODUTOS ALIMENTÍCIOS;18.0;
17.018.01;0401.10.90
0401.20.90;Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros;XVII;PRODUTOS ALIMENTÍCIOS;18.1;
17.019.00;0401.40.2
0402.21.30
0402.29.30
0402.9;Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;19.0;
17.019.01;0401.40.2
0402.21.30
0402.29.30
0402.9;Creme de leite, em recipiente de conteúdo superior a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;19.1;
17.019.02;0401.10
0401.20
0401.50
0402.10
0402.29.20;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg;XVII;PRODUTOS ALIMENTÍCIOS;19.2;
17.020.00;0402.9;Leite condensado, em recipiente de conteúdo inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;20.0;
17.020.01;0402.9;Leite condensado, em recipiente de conteúdo superior a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;20.1;
17.021.00;0403;Iogurte e leite fermentado em recipiente de conteúdo inferior ou igual a 2 litros, exceto o item classificado no CEST 17.022.00;XVII;PRODUTOS ALIMENTÍCIOS;21.0;
17.021.01;0403;Iogurte e leite fermentado em recipiente de conteúdo superior a 2 litros, exceto o item classificado no CEST 17.022.00;XVII;PRODUTOS ALIMENTÍCIOS;21.1;
17.022.00;0403.90.00;Coalhada;XVII;PRODUTOS ALIMENTÍCIOS;22.0;
17.023.00;0406;Requeijão e similares, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;23.0;
17.023.01;0406;Requeijão e similares, em recipiente de conteúdo superior a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;23.1;
17.024.00;0406;Queijos, exceto os dos CEST 17.024.01, 17.024.02, 17.024.03 e 17.024.04;XVII;PRODUTOS ALIMENTÍCIOS;24.0;
17.024.01;0406.10.10;Queijo muçarela;XVII;PRODUTOS ALIMENTÍCIOS;24.1;
17.024.02;0406.10.90;Queijo minas frescal;XVII;PRODUTOS ALIMENTÍCIOS;24.2;
17.024.03;0406.10.90;Queijo ricota;XVII;PRODUTOS ALIMENTÍCIOS;24.3;
17.024.04;0406.10.90;Queijo petitsuisse;XVII;PRODUTOS ALIMENTÍCIOS;24.4;
17.025.00;0405.10.00;Manteiga, em embalagem de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;25.0;
17.025.01;0405.10.00;Manteiga, em embalagem de conteúdo superior a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;25.1;
17.025.02;0405.90.90;Manteiga de garrafa;XVII;PRODUTOS ALIMENTÍCIOS;25.2;
17.026.00;1517.10.00;Margarina e creme vegetal em recipiente de conteúdo inferior ou igual a 500 g, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;26.0;
17.027.00;1517.10.00;Margarina e creme vegetal, em recipiente de conteúdo superior a 500 g e inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;27.0;
17.027.01;1517.10.00;Margarina e creme vegetal, em recipiente de conteúdo superior a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;27.1;
17.027.02;1517.90;Outras margarinas e cremes vegetais em recipiente de conteúdo inferior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;27.2;
17.028.00;1516.20.00;Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;28.0;
17.028.01;1516.20.00;Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo superior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;28.1;
17.029.00;1901.90.20;Doces de leite;XVII;PRODUTOS ALIMENTÍCIOS;29.0;
17.030.00;1904.10.00
1904.90.00;Produtos à base de cereais, obtidos por expansão ou torrefação;XVII;PRODUTOS ALIMENTÍCIOS;30.0;
17.031.00;1905.90.90;Salgadinhos diversos, exceto os classificados no CEST 17.031.01;XVII;PRODUTOS ALIMENTÍCIOS;31.0;
17.031.01;1905.90.90;Salgadinhos diversos, derivados de farinha de trigo;XVII;PRODUTOS ALIMENTÍCIOS;31.1;
17.032.00;2005.20.00
2005.9;Batata frita, inhame e mandioca fritos;XVII;PRODUTOS ALIMENTÍCIOS;32.0;
17.033.00;2008.1;Amendoim e castanhas tipo aperitivo, em embalagem de conteúdo inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;33.0;
17.033.01;2008.1;Amendoim e castanhas tipo aperitivo, em embalagem de conteúdo superior a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;33.1;
17.034.00;2103.20.10;Catchup em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;34.0;
17.035.00;2103.90.21
2103.90.91;Condimentos e temperos compostos, incluindo molho de pimenta e outros molhos, em embalagens imediatas de conteúdo inferior ou igual a 1 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 3 g;XVII;PRODUTOS ALIMENTÍCIOS;35.0;
17.036.00;2103.10.10;Molhos de soja preparados em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;36.0;
17.037.00;2103.30.10;Farinha de mostarda em embalagens de conteúdo inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;37.0;
17.038.00;2103.30.21;Mostarda preparada em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;38.0;
17.039.00;2103.90.11;Maionese em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;39.0;
17.040.00;2002;Tomates preparados ou conservados, exceto em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;40.0;
17.041.00;2103.20.10;Molhos de tomate em embalagens imediatas de conteúdo inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;41.0;
17.042.00;1704.90.90
1904.20.00
1904.90.00;Barra de cereais;XVII;PRODUTOS ALIMENTÍCIOS;42.0;
17.043.00;1806.31.20
1806.32.20
1806.90.00;Barra de cereais contendo cacau;XVII;PRODUTOS ALIMENTÍCIOS;43.0;
17.044.00;1101.00.10;Farinha de trigo especial, em embalagem inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;44.0;
17.044.01;1101.00.10;Farinha de trigo especial, em embalagem superior a 1 kg e inferior a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;44.1;
17.044.02;1101.00.10;Farinha de trigo especial, em embalagem igual a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;44.2;
17.044.03;1101.00.10;Farinha de trigo especial, em embalagem superior a 5 kg e inferior ou igual a 25 kg;XVII;PRODUTOS ALIMENTÍCIOS;44.3;
17.044.04;1101.00.10;Farinha de trigo especial, em embalagem superior a 25 kg e inferior ou igual a 50 kg;XVII;PRODUTOS ALIMENTÍCIOS;44.4;
17.044.05;1101.00.10;Farinha de trigo comum, em embalagem igual a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;44.5;
17.044.06;1101.00.10;Farinha de trigo comum, em embalagem superior a 5 kg e inferior ou igual a 25 kg;XVII;PRODUTOS ALIMENTÍCIOS;44.6;
17.044.07;1101.00.10;Farinha de trigo comum, em embalagem superior a 25 kg e inferior ou igual a 50 kg;XVII;PRODUTOS ALIMENTÍCIOS;44.7;
17.044.08;1101.00.10;Farinha de trigo doméstica especial, em embalagem superior a 5 kg e inferior e igual a 10 kg;XVII;PRODUTOS ALIMENTÍCIOS;44.8;
