codigo;descricao;inicio;fim;ato;numero;ano
48.18;Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, do tipo utilizado para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de desmaquiar, toalhas de mão, toalhas de mesa, guardanapos, lençóis e artigos semelhantes, de uso doméstico, de toucador, higiênicos ou hospitalares, vestuário e seus acessórios, de pasta de papel, papel, pasta (ouate) de celulose ou de mantas de fibras de celulose.;01/01/2017;31/03/2022;Res Camex;000125;2016
4818.10.00;- Papel higiênico;01/01/2017;31/03/2022;Res Camex;000125;2016
4818.20.00;- Lenços, incluindo os de desmaquiar, e toalhas de mão;01/01/2017;31/03/2022;Res Camex;000125;2016
4818.30.00;- Toalhas de mesa e guardanapos;01/01/2017;31/03/2022;Res Camex;000125;2016
4818.50.00;- Vestuário e seus acessórios;01/01/2017;31/03/2022;Res Camex;000125;2016
4818.90;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
4818.90.10;Almofadas absorventes do tipo utilizado em embalagens de produtos alimentícios;01/01/2017;31/03/2022;Res Camex;000125;2016
4818.90.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
48.19;Caixas, sacos, bolsas, cartuchos e outras embalagens, de papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose; cartonagens para escritórios, lojas e estabelecimentos semelhantes.;01/01/2017;31/03/2022;Res Camex;000125;2016
4819.10.00;- Caixas de papel ou cartão, ondulados (canelados*);01/01/2017;31/03/2022;Res Camex;000125;2016
4819.20.00;- Caixas e cartonagens, dobráveis, de papel ou cartão, não ondulados (não canelados*);01/01/2017;31/03/2022;Res Camex;000125;2016
4819.30.00;- Sacos cuja base tenha largura igual ou superior a 40 cm;01/01/2017;31/03/2022;Res Camex;000125;2016
4819.40.00;- Outros sacos; bolsas e cartuchos;01/01/2017;31/03/2022;Res Camex;000125;2016
4819.50.00;- Outras embalagens, incluindo as capas para discos;01/01/2017;31/03/2022;Res Camex;000125;2016
4819.60.00;- Cartonagens para escritórios, lojas e estabelecimentos semelhantes;01/01/2017;31/03/2022;Res Camex;000125;2016
48.20;Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes, cadernos, pastas para documentos, classificadores, capas para encadernação (de folhas soltas ou outras), capas de processos e outros artigos escolares, de escritório ou de papelaria, incluindo os formulários em blocos tipo manifold, mesmo com folhas intercaladas de papel-carbono (papel químico), de papel ou cartão; álbuns para amostras ou para coleções e capas para livros, de papel ou cartão.;01/01/2017;31/03/2022;Res Camex;000125;2016
4820.10.00;- Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes;01/01/2017;31/03/2022;Res Camex;000125;2016
4820.20.00;- Cadernos;01/01/2017;31/03/2022;Res Camex;000125;2016
4820.30.00;- Classificadores, capas para encadernação (exceto as capas para livros) e capas de processos;01/01/2017;31/03/2022;Res Camex;000125;2016
4820.40.00;- Formulários em blocos tipo manifold, mesmo com folhas intercaladas de papel-carbono (papel químico);01/01/2017;31/03/2022;Res Camex;000125;2016
4820.50.00;- Álbuns para amostras ou para coleções;01/01/2017;31/03/2022;Res Camex;000125;2016
4820.90.00;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
48.21;Etiquetas de qualquer espécie, de papel ou cartão, impressas ou não.;01/01/2017;31/03/2022;Res Camex;000125;2016
4821.10.00;- Impressas;01/01/2017;31/03/2022;Res Camex;000125;2016
4821.90.00;- Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
48.22;Carretéis, bobinas, canelas e suportes semelhantes, de pasta de papel, papel ou cartão, mesmo perfurados ou endurecidos.;01/07/2018;31/03/2022;Res Camex;000010;2018
4822.10.00;- Do tipo utilizado para enrolamento de fios têxteis;01/01/2017;31/03/2022;Res Camex;000125;2016
4822.90.00;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
48.23;Outros papéis, cartões, pasta (ouate) de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose.;01/01/2017;31/03/2022;Res Camex;000125;2016
4823.20;- Papel-filtro e cartão-filtro;01/01/2017;31/03/2022;Res Camex;000125;2016
4823.20.10;De peso superior a 15 g/m2, mas não superior a 25 g/m2, com um conteúdo de fibras sintéticas termossoldáveis igual ou superior a 20 %, mas não superior a 30 %, em peso, do conteúdo total de fibras;01/01/2017;31/03/2022;Res Camex;000125;2016
4823.20.9;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
4823.20.91;Em tiras ou rolos de largura superior a 15 cm, mas não superior a 36 cm;01/01/2017;31/03/2022;Res Camex;000125;2016
4823.20.99;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
4823.40.00;- Papéis-diagrama para aparelhos registradores, em bobinas, em folhas ou em discos;01/01/2017;31/03/2022;Res Camex;000125;2016
4823.6;- Bandejas, travessas, pratos, xícaras (chávenas), taças, copos e artigos semelhantes, de papel ou cartão:;01/01/2017;31/03/2022;Res Camex;000125;2016
4823.61.00;-- De bambu;01/01/2017;31/03/2022;Res Camex;000125;2016
4823.69.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
4823.70.00;- Artigos moldados ou prensados, de pasta de papel;01/01/2017;31/03/2022;Res Camex;000125;2016
4823.90;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
4823.90.10;Cartões perfurados para mecanismos Jacquard;01/01/2017;31/03/2022;Res Camex;000125;2016
4823.90.20;De rigidez dielétrica igual ou superior a 600 V (método ASTM D 202 ou equivalente) e de peso inferior ou igual a 60 g/m2;01/01/2017;31/03/2022;Res Camex;000125;2016
4823.90.9;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
4823.90.91;Em tiras ou rolos de largura superior a 15 cm, mas não superior a 36 cm;01/01/2017;31/03/2022;Res Camex;000125;2016
4823.90.99;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
49;Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas.;01/01/2017;31/03/2022;Res Camex;000125;2016
49.01;Livros, brochuras e impressos semelhantes, mesmo em folhas soltas.;01/01/2017;31/03/2022;Res Camex;000125;2016
4901.10.00;- Em folhas soltas, mesmo dobradas;01/01/2017;31/03/2022;Res Camex;000125;2016
4901.9;- Outros:;01/01/2017;31/03/2022;Res Camex;000125;2016
4901.91.00;-- Dicionários e enciclopédias, mesmo em fascículos;01/01/2017;31/03/2022;Res Camex;000125;2016
4901.99.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
49.02;Jornais e publicações periódicas, impressos, mesmo ilustrados ou que contenham publicidade.;01/01/2017;31/03/2022;Res Camex;000125;2016
4902.10.00;- Que se publiquem pelo menos quatro vezes por semana;01/01/2017;31/03/2022;Res Camex;000125;2016
4902.90.00;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
4903.00.00;Álbuns ou livros de ilustrações e álbuns para desenhar ou colorir, para crianças.;01/01/2017;31/03/2022;Res Camex;000125;2016
4904.00.00;Música manuscrita ou impressa, ilustrada ou não, mesmo encadernada.;01/01/2017;31/03/2022;Res Camex;000125;2016
49.05;Obras cartográficas de qualquer espécie, incluindo as cartas murais, as plantas topográficas e os globos, impressos.;01/01/2017;31/03/2022;Res Camex;000125;2016
4905.10.00;- Globos;01/01/2017;31/03/2022;Res Camex;000125;2016
4905.9;- Outros:;01/01/2017;31/03/2022;Res Camex;000125;2016
4905.91.00;-- Sob a forma de livros ou brochuras;01/01/2017;31/03/2022;Res Camex;000125;2016
4905.99.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
4906.00.00;Planos, plantas e desenhos, de arquitetura, de engenharia e outros planos e desenhos industriais, comerciais, topográficos ou semelhantes, originais, feitos à mão; textos manuscritos; reproduções fotográficas em papel sensibilizado e cópias a papel-carbono (papel químico) dos planos, plantas, desenhos ou textos acima referidos.;01/01/2017;31/03/2022;Res Camex;000125;2016
4907.00;Selos postais, fiscais e semelhantes, não obliterados, tendo ou destinando-se a ter curso legal no país em que têm, ou terão, um valor facial reconhecido; papel selado; notas; cheques; certificados de ações ou de obrigações e títulos semelhantes.;01/01/2017;31/03/2022;Res Camex;000125;2016
4907.00.10;Papéis-moeda;01/01/2017;31/03/2022;Res Camex;000125;2016
4907.00.20;Cheques de viagem;01/01/2017;31/03/2022;Res Camex;000125;2016
4907.00.30;Títulos de ações ou de obrigações e títulos semelhantes, convalidados e firmados;01/01/2017;31/03/2022;Res Camex;000125;2016
4907.00.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
49.08;Decalcomanias de qualquer espécie.;01/01/2017;31/03/2022;Res Camex;000125;2016
4908.10.00;- Decalcomanias vitrificáveis;01/01/2017;31/03/2022;Res Camex;000125;2016
4908.90.00;- Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
4909.00.00;Cartões-postais impressos ou ilustrados; cartões impressos com votos ou mensagens pessoais, mesmo ilustrados, mesmo com envelopes, guarnições ou aplicações.;01/01/2017;31/03/2022;Res Camex;000125;2016
4910.00.00;Calendários de qualquer espécie, impressos, incluindo os blocos-calendários para desfolhar.;01/01/2017;31/03/2022;Res Camex;000125;2016
49.11;Outros impressos, incluindo as estampas, gravuras e fotografias.;01/01/2017;31/03/2022;Res Camex;000125;2016
4911.10;- Impressos publicitários, catálogos comerciais e semelhantes;01/01/2017;31/03/2022;Res Camex;000125;2016
4911.10.10;Que contenham informações relativas ao funcionamento, manutenção, reparo ou utilização de máquinas, aparelhos, veículos e outras mercadorias de origem extrazona;01/01/2017;31/03/2022;Res Camex;000125;2016
4911.10.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
4911.9;- Outros:;01/01/2017;31/03/2022;Res Camex;000125;2016
4911.91.00;-- Estampas, gravuras e fotografias;01/01/2017;31/03/2022;Res Camex;000125;2016
4911.99.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
50;Seda.;01/01/2017;31/03/2022;Res Camex;000125;2016
5001.00.00;Casulos de bicho-da-seda próprios para dobar.;01/01/2017;31/03/2022;Res Camex;000125;2016
5002.00.00;Seda crua (não fiada).;01/01/2017;31/03/2022;Res Camex;000125;2016
5003.00;Desperdícios de seda (incluindo os casulos de bicho-da-seda impróprios para dobar, os desperdícios de fios e os fiapos).;01/01/2017;31/03/2022;Res Camex;000125;2016
5003.00.10;Não cardados nem penteados;01/01/2017;31/03/2022;Res Camex;000125;2016
5003.00.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5004.00.00;Fios de seda (exceto fios de desperdícios de seda) não acondicionados para venda a retalho.;01/01/2017;31/03/2022;Res Camex;000125;2016
5005.00.00;Fios de desperdícios de seda, não acondicionados para venda a retalho.;01/01/2017;31/03/2022;Res Camex;000125;2016
5006.00.00;Fios de seda ou de desperdícios de seda, acondicionados para venda a retalho; pelo de Messina (crina de Florença).;01/01/2017;31/03/2022;Res Camex;000125;2016
50.07;Tecidos de seda ou de desperdícios de seda.;01/01/2017;31/03/2022;Res Camex;000125;2016
5007.10;- Tecidos de bourrette;01/01/2017;31/03/2022;Res Camex;000125;2016
5007.10.10;Estampados, tintos ou de fios de diversas cores;01/01/2017;31/03/2022;Res Camex;000125;2016
5007.10.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5007.20;- Outros tecidos que contenham pelo menos 85 %, em peso, de seda ou de desperdícios de seda, exceto bourrette;01/01/2017;31/03/2022;Res Camex;000125;2016
5007.20.10;Estampados, tintos ou de fios de diversas cores;01/01/2017;31/03/2022;Res Camex;000125;2016
5007.20.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5007.90.00;- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
51;Lã, pelos finos ou grosseiros; fios e tecidos de crina.;01/01/2017;31/03/2022;Res Camex;000125;2016
51.01;Lã não cardada nem penteada.;01/01/2017;31/03/2022;Res Camex;000125;2016
5101.1;- Lã suja, incluindo a lã lavada a dorso:;01/01/2017;31/03/2022;Res Camex;000125;2016
5101.11;-- Lã de tosquia;01/01/2017;31/03/2022;Res Camex;000125;2016
5101.11.10;De finura igual ou superior 22,05 micrômetros (mícrons), mas inferior ou igual a 32,6 micrômetros (mícrons);01/01/2017;31/03/2022;Res Camex;000125;2016
5101.11.90;Outra;01/01/2017;31/03/2022;Res Camex;000125;2016
5101.19.00;-- Outra;01/01/2017;31/03/2022;Res Camex;000125;2016
5101.2;- Desengordurada, não carbonizada:;01/01/2017;31/03/2022;Res Camex;000125;2016
5101.21.00;-- Lã de tosquia;01/01/2017;31/03/2022;Res Camex;000125;2016
5101.29.00;-- Outra;01/01/2017;31/03/2022;Res Camex;000125;2016
5101.30.00;- Carbonizada;01/01/2017;31/03/2022;Res Camex;000125;2016
51.02;Pelos finos ou grosseiros, não cardados nem penteados.;01/01/2017;31/03/2022;Res Camex;000125;2016
5102.1;- Pelos finos:;01/01/2017;31/03/2022;Res Camex;000125;2016
5102.11.00;-- De cabra de Caxemira;01/01/2017;31/03/2022;Res Camex;000125;2016
5102.19.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5102.20.00;- Pelos grosseiros;01/01/2017;31/03/2022;Res Camex;000125;2016
51.03;Desperdícios de lã ou de pelos finos ou grosseiros, incluindo os desperdícios de fios e excluindo os fiapos.;01/01/2017;31/03/2022;Res Camex;000125;2016
5103.10.00;- Desperdícios da penteação de lã ou de pelos finos;01/01/2017;31/03/2022;Res Camex;000125;2016
5103.20.00;- Outros desperdícios de lã ou de pelos finos;01/01/2017;31/03/2022;Res Camex;000125;2016
5103.30.00;- Desperdícios de pelos grosseiros;01/01/2017;31/03/2022;Res Camex;000125;2016
5104.00.00;Fiapos de lã ou de pelos finos ou grosseiros.;01/01/2017;31/03/2022;Res Camex;000125;2016
51.05;Lã, pelos finos ou grosseiros, cardados ou penteados (incluindo a "lã penteada a granel").;01/01/2017;31/03/2022;Res Camex;000125;2016
5105.10.00;- Lã cardada;01/01/2017;31/03/2022;Res Camex;000125;2016
5105.2;- Lã penteada:;01/01/2017;31/03/2022;Res Camex;000125;2016
5105.21.00;-- "Lã penteada a granel";01/01/2017;31/03/2022;Res Camex;000125;2016
5105.29;-- Outra;01/01/2017;31/03/2022;Res Camex;000125;2016
5105.29.10;Tops;01/01/2017;31/03/2022;Res Camex;000125;2016
5105.29.9;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
5105.29.91;De finura inferior a 22,5 micrômetros (mícrons);01/01/2017;31/03/2022;Res Camex;000125;2016
5105.29.99;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
5105.3;- Pelos finos, cardados ou penteados:;01/01/2017;31/03/2022;Res Camex;000125;2016
5105.31.00;-- De cabra de Caxemira;01/01/2017;31/03/2022;Res Camex;000125;2016
5105.39.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5105.40.00;- Pelos grosseiros, cardados ou penteados;01/01/2017;31/03/2022;Res Camex;000125;2016
51.06;Fios de lã cardada, não acondicionados para venda a retalho.;01/01/2017;31/03/2022;Res Camex;000125;2016
5106.10.00;- Que contenham pelo menos 85 %, em peso, de lã;01/01/2017;31/03/2022;Res Camex;000125;2016
5106.20.00;- Que contenham menos de 85 %, em peso, de lã;01/01/2017;31/03/2022;Res Camex;000125;2016
51.07;Fios de lã penteada, não acondicionados para venda a retalho.;01/01/2017;31/03/2022;Res Camex;000125;2016
5107.10;- Que contenham pelo menos 85 %, em peso, de lã;01/01/2017;31/03/2022;Res Camex;000125;2016
5107.10.1;Retorcidos ou retorcidos múltiplos;01/01/2017;31/03/2022;Res Camex;000125;2016
5107.10.11;De dois cabos, de título inferior ou igual a 184,58 decitex por cabo;01/01/2017;31/03/2022;Res Camex;000125;2016
5107.10.19;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5107.10.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5107.20.00;- Que contenham menos de 85 %, em peso, de lã;01/01/2017;31/03/2022;Res Camex;000125;2016
51.08;Fios de pelos finos, cardados ou penteados, não acondicionados para venda a retalho.;01/01/2017;31/03/2022;Res Camex;000125;2016
5108.10.00;- Cardados;01/01/2017;31/03/2022;Res Camex;000125;2016
5108.20.00;- Penteados;01/01/2017;31/03/2022;Res Camex;000125;2016
51.09;Fios de lã ou de pelos finos, acondicionados para venda a retalho.;01/01/2017;31/03/2022;Res Camex;000125;2016
5109.10.00;- Que contenham pelo menos 85 %, em peso, de lã ou de pelos finos;01/01/2017;31/03/2022;Res Camex;000125;2016
5109.90.00;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5110.00.00;Fios de pelos grosseiros ou de crina (incluindo os fios de crina revestidos por enrolamento), mesmo acondicionados para venda a retalho.;01/01/2017;31/03/2022;Res Camex;000125;2016
51.11;Tecidos de lã cardada ou de pelos finos cardados.;01/01/2017;31/03/2022;Res Camex;000125;2016
5111.1;- Que contenham pelo menos 85 %, em peso, de lã ou de pelos finos:;01/01/2017;31/03/2022;Res Camex;000125;2016
5111.11;-- De peso não superior a 300 g/m2;01/01/2017;31/03/2022;Res Camex;000125;2016
5111.11.10;De lã;01/01/2017;31/03/2022;Res Camex;000125;2016
5111.11.20;De pelos finos;01/01/2017;31/03/2022;Res Camex;000125;2016
5111.19.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5111.20.00;- Outros, combinados, principal ou unicamente, com filamentos sintéticos ou artificiais;01/01/2017;31/03/2022;Res Camex;000125;2016
5111.30;- Outros, combinados, principal ou unicamente, com fibras sintéticas ou artificiais descontínuas;01/01/2017;31/03/2022;Res Camex;000125;2016
5111.30.10;De lã, feltrados, com trama combinada exclusivamente com fibras sintéticas e urdidura exclusivamente de algodão, de peso igual ou superior a 600 g/m2, próprios para fabricação de bolas de tênis;01/01/2017;31/03/2022;Res Camex;000125;2016
5111.30.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5111.90.00;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
51.12;Tecidos de lã penteada ou de pelos finos penteados.;01/01/2017;31/03/2022;Res Camex;000125;2016
5112.1;- Que contenham pelo menos 85 %, em peso, de lã ou de pelos finos:;01/01/2017;31/03/2022;Res Camex;000125;2016
5112.11.00;-- De peso não superior a 200 g/m2;01/01/2017;31/03/2022;Res Camex;000125;2016
5112.19;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5112.19.10;De lã;01/01/2017;31/03/2022;Res Camex;000125;2016
5112.19.20;De pelos finos;01/01/2017;31/03/2022;Res Camex;000125;2016
5112.20;- Outros, combinados, principal ou unicamente, com filamentos sintéticos ou artificiais;01/01/2017;31/03/2022;Res Camex;000125;2016
5112.20.10;De lã;01/01/2017;31/03/2022;Res Camex;000125;2016
5112.20.20;De pelos finos;01/01/2017;31/03/2022;Res Camex;000125;2016
5112.30;- Outros, combinados, principal ou unicamente, com fibras sintéticas ou artificiais descontínuas;01/01/2017;31/03/2022;Res Camex;000125;2016
5112.30.10;De lã;01/01/2017;31/03/2022;Res Camex;000125;2016
5112.30.20;De pelos finos;01/01/2017;31/03/2022;Res Camex;000125;2016
5112.90.00;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5113.00;Tecidos de pelos grosseiros ou de crina.;01/01/2017;31/03/2022;Res Camex;000125;2016
5113.00.1;De pelos grosseiros;01/01/2017;31/03/2022;Res Camex;000125;2016
5113.00.11;Que contenham pelo menos 85 %, em peso, de pelos grosseiros;01/01/2017;31/03/2022;Res Camex;000125;2016
5113.00.12;Que contenham menos de 85 %, em peso, de pelos grosseiros e que contenham algodão;01/01/2017;31/03/2022;Res Camex;000125;2016
5113.00.13;Que contenham menos de 85 %, em peso, de pelos grosseiros e que não contenham algodão;01/01/2017;31/03/2022;Res Camex;000125;2016
5113.00.20;De crina;01/01/2017;31/03/2022;Res Camex;000125;2016
52;Algodão.;01/01/2017;31/03/2022;Res Camex;000125;2016
5201.00;Algodão não cardado nem penteado.;01/01/2017;31/03/2022;Res Camex;000125;2016
5201.00.10;Não debulhado;01/01/2017;31/03/2022;Res Camex;000125;2016
5201.00.20;Simplesmente debulhado;01/01/2017;31/03/2022;Res Camex;000125;2016
5201.00.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
52.02;Desperdícios de algodão (incluindo os desperdícios de fios e os fiapos).;01/01/2017;31/03/2022;Res Camex;000125;2016
5202.10.00;- Desperdícios de fios;01/01/2017;31/03/2022;Res Camex;000125;2016
5202.9;- Outros:;01/01/2017;31/03/2022;Res Camex;000125;2016
5202.91.00;-- Fiapos;01/01/2017;31/03/2022;Res Camex;000125;2016
5202.99.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5203.00.00;Algodão cardado ou penteado.;01/01/2017;31/03/2022;Res Camex;000125;2016
52.04;Linhas para costurar, de algodão, mesmo acondicionadas para venda a retalho.;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.1;- Não acondicionadas para venda a retalho:;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.11;-- Que contenham pelo menos 85 %, em peso, de algodão;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.11.1;De algodão cru, de título inferior ou igual a 5.000 decitex por fio simples;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.11.11;De dois cabos;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.11.12;De três ou mais cabos;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.11.20;De algodão cru, de título superior a 5.000 decitex por fio simples;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.11.3;De algodão branqueado ou colorido, de título inferior ou igual a 5.000 decitex por fio simples;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.11.31;De dois cabos;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.11.32;De três ou mais cabos;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.11.40;De algodão branqueado ou colorido, de título superior a 5.000 decitex por fio simples;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.19;-- Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.19.1;De algodão cru, de título inferior ou igual a 5.000 decitex por fio simples;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.19.11;De dois cabos;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.19.12;De três ou mais cabos;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.19.20;De algodão cru, de título superior a 5.000 decitex por fio simples;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.19.3;De algodão branqueado ou colorido, de título inferior ou igual a 5.000 decitex por fio simples;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.19.31;De dois cabos;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.19.32;De três ou mais cabos;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.19.40;De algodão branqueado ou colorido, de título superior a 5.000 decitex por fio simples;01/01/2017;31/03/2022;Res Camex;000125;2016
5204.20.00;- Acondicionadas para venda a retalho;01/01/2017;31/03/2022;Res Camex;000125;2016
52.05;Fios de algodão (exceto linhas para costurar) que contenham pelo menos 85 %, em peso, de algodão, não acondicionados para venda a retalho.;01/01/2017;31/03/2022;Res Camex;000125;2016
5205.1;- Fios simples, de fibras não penteadas:;01/01/2017;31/03/2022;Res Camex;000125;2016
5205.11.00;-- De título igual ou superior a 714,29 decitex (número métrico não superior a 14);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.12.00;-- De título inferior a 714,29 decitex, mas não inferior a 232,56 decitex (número métrico superior a 14, mas não superior a 43);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.13;-- De título inferior a 232,56 decitex, mas não inferior a 192,31 decitex (número métrico superior a 43, mas não superior a 52);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.13.10;Crus;01/01/2017;31/03/2022;Res Camex;000125;2016
5205.13.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5205.14.00;-- De título inferior a 192,31 decitex, mas não inferior a 125 decitex (número métrico superior a 52, mas não superior a 80);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.15.00;-- De título inferior a 125 decitex (número métrico superior a 80);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.2;- Fios simples, de fibras penteadas:;01/01/2017;31/03/2022;Res Camex;000125;2016
5205.21.00;-- De título igual ou superior a 714,29 decitex (número métrico não superior a 14);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.22.00;-- De título inferior a 714,29 decitex, mas não inferior a 232,56 decitex (número métrico superior a 14, mas não superior a 43);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.23;-- De título inferior a 232,56 decitex, mas não inferior a 192,31 decitex (número métrico superior a 43, mas não superior a 52);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.23.10;Crus;01/01/2017;31/03/2022;Res Camex;000125;2016
5205.23.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5205.24.00;-- De título inferior a 192,31 decitex, mas não inferior a 125 decitex (número métrico superior a 52, mas não superior a 80);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.26.00;-- De título inferior a 125 decitex, mas não inferior a 106,38 decitex (número métrico superior a 80, mas não superior a 94);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.27.00;-- De título inferior a 106,38 decitex, mas não inferior a 83,33 decitex (número métrico superior a 94, mas não superior a 120);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.28.00;-- De título inferior a 83,33 decitex (número métrico superior a 120);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.3;- Fios retorcidos ou retorcidos múltiplos, de fibras não penteadas:;01/01/2017;31/03/2022;Res Camex;000125;2016
5205.31.00;-- De título igual ou superior a 714,29 decitex por fio simples (número métrico não superior a 14, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.32.00;-- De título inferior a 714,29 decitex, mas não inferior a 232,56 decitex por fio simples (número métrico superior a 14, mas não superior a 43, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.33.00;-- De título inferior a 232,56 decitex, mas não inferior a 192,31 decitex por fio simples (número métrico superior a 43, mas não superior a 52, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.34.00;-- De título inferior a 192,31 decitex, mas não inferior a 125 decitex por fio simples (número métrico superior a 52, mas não superior a 80, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.35.00;-- De título inferior a 125 decitex por fio simples (número métrico superior a 80, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.4;- Fios retorcidos ou retorcidos múltiplos, de fibras penteadas:;01/01/2017;31/03/2022;Res Camex;000125;2016
5205.41.00;-- De título igual ou superior a 714,29 decitex por fio simples (número métrico não superior a 14, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.42.00;-- De título inferior a 714,29 decitex, mas não inferior a 232,56 decitex por fio simples (número métrico superior a 14, mas não superior a 43, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.43.00;-- De título inferior a 232,56 decitex, mas não inferior a 192,31 decitex por fio simples (número métrico superior a 43, mas não superior a 52, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.44.00;-- De título inferior a 192,31 decitex, mas não inferior a 125 decitex por fio simples (número métrico superior a 52, mas não superior a 80, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.46.00;-- De título inferior a 125 decitex, mas não inferior a 106,38 decitex por fio simples (número métrico superior a 80, mas não superior a 94, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
