ibge;uf_sigla;uf_codigo;nome_caixa_alta;nome_cursivo;nome_sem_acento;ddd;siafi;;
2911600;BA;29;GOVERNADOR MANGABEIRA;Governador Mangabeira;Governador Mangabeira;75;3531;;
2911659;BA;29;GUAJERU;Guajeru;Guajeru;77;3095;;
2911709;BA;29;GUANAMBI;Guanambi;Guanambi;77;3533;;
2911808;BA;29;GUARATINGA;Guaratinga;Guaratinga;73;3535;;
2911857;BA;29;HELIOPOLIS;Heliópolis;Heliopolis;75;3097;;
2911907;BA;29;IACU;Iaçu;Iacu;75;3537;;
2912004;BA;29;IBIASSUCE;Ibiassucê;Ibiassuce;77;3539;;
2912103;BA;29;IBICARAI;Ibicaraí;Ibicarai;73;3541;;
2912202;BA;29;IBICOARA;Ibicoara;Ibicoara;77;3543;;
2912301;BA;29;IBICUI;Ibicuí;Ibicui;73;3545;;
2912400;BA;29;IBIPEBA;Ibipeba;Ibipeba;74;3547;;
2912509;BA;29;IBIPITANGA;Ibipitanga;Ibipitanga;77;3551;;
2912608;BA;29;IBIQUERA;Ibiquera;Ibiquera;75;3553;;
2912707;BA;29;IBIRAPITANGA;Ibirapitanga;Ibirapitanga;73;3555;;
2912806;BA;29;IBIRAPUA;Ibirapuã;Ibirapua;73;3557;;
2912905;BA;29;IBIRATAIA;Ibirataia;Ibirataia;73;3559;;
2913002;BA;29;IBITIARA;Ibitiara;Ibitiara;77;3561;;
2913101;BA;29;IBITITA;Ibititá;Ibitita;74;3563;;
2913200;BA;29;IBOTIRAMA;Ibotirama;Ibotirama;77;3565;;
2913309;BA;29;ICHU;Ichu;Ichu;75;3567;;
2913408;BA;29;IGAPORA;Igaporã;Igapora;77;3569;;
2913457;BA;29;IGRAPIUNA;Igrapiúna;Igrapiuna;73;3277;;
2913507;BA;29;IGUAI;Iguaí;Iguai;73;3571;;
2913606;BA;29;ILHEUS;Ilhéus;Ilheus;73;3573;;
2913705;BA;29;INHAMBUPE;Inhambupe;Inhambupe;75;3575;;
2913804;BA;29;IPECAETA;Ipecaetá;Ipecaeta;75;3577;;
2913903;BA;29;IPIAU;Ipiaú;Ipiau;73;3579;;
2914000;BA;29;IPIRA;Ipirá;Ipira;75;3581;;
2914109;BA;29;IPUPIARA;Ipupiara;Ipupiara;77;3583;;
2914208;BA;29;IRAJUBA;Irajuba;Irajuba;73;3585;;
2914307;BA;29;IRAMAIA;Iramaia;Iramaia;77;3587;;
2914406;BA;29;IRAQUARA;Iraquara;Iraquara;75;3589;;
2914505;BA;29;IRARA;Irará;Irara;75;3591;;
2914604;BA;29;IRECE;Irecê;Irece;74;3593;;
2914653;BA;29;ITABELA;Itabela;Itabela;73;3279;;
2914703;BA;29;ITABERABA;Itaberaba;Itaberaba;75;3595;;
2914802;BA;29;ITABUNA;Itabuna;Itabuna;73;3597;;
2914901;BA;29;ITACARE;Itacaré;Itacare;73;3599;;
2915007;BA;29;ITAETE;Itaeté;Itaete;75;3601;;
2915106;BA;29;ITAGI;Itagi;Itagi;73;3603;;
2915205;BA;29;ITAGIBA;Itagibá;Itagiba;73;3605;;
2915304;BA;29;ITAGIMIRIM;Itagimirim;Itagimirim;73;3607;;
2915353;BA;29;ITAGUACU DA BAHIA;Itaguaçu da Bahia;Itaguacu da Bahia;74;3281;;
2915403;BA;29;ITAJU DO COLONIA;Itaju do Colônia;Itaju do Colonia;73;3609;;
2915502;BA;29;ITAJUIPE;Itajuípe;Itajuipe;73;3611;;
2915601;BA;29;ITAMARAJU;Itamaraju;Itamaraju;73;3613;;
2915700;BA;29;ITAMARI;Itamari;Itamari;73;3615;;
2915809;BA;29;ITAMBE;Itambé;Itambe;77;3617;;
2915908;BA;29;ITANAGRA;Itanagra;Itanagra;75;3619;;
2916005;BA;29;ITANHEM;Itanhém;Itanhem;73;3621;;
2916104;BA;29;ITAPARICA;Itaparica;Itaparica;71;3623;;
2916203;BA;29;ITAPE;Itapé;Itape;73;3625;;
2916302;BA;29;ITAPEBI;Itapebi;Itapebi;73;3627;;
2916401;BA;29;ITAPETINGA;Itapetinga;Itapetinga;77;3629;;
2916500;BA;29;ITAPICURU;Itapicuru;Itapicuru;75;3631;;
2916609;BA;29;ITAPITANGA;Itapitanga;Itapitanga;73;3633;;
2916708;BA;29;ITAQUARA;Itaquara;Itaquara;73;3635;;
2916807;BA;29;ITARANTIM;Itarantim;Itarantim;73;3637;;
2916856;BA;29;ITATIM;Itatim;Itatim;75;3283;;
2916906;BA;29;ITIRUCU;Itiruçu;Itirucu;73;3639;;
2917003;BA;29;ITIUBA;Itiúba;Itiuba;74;3641;;
2917102;BA;29;ITORORO;Itororó;Itororo;73;3643;;
2917201;BA;29;ITUACU;Ituaçu;Ituacu;77;3645;;
2917300;BA;29;ITUBERA;Ituberá;Itubera;73;3647;;
2917334;BA;29;IUIU;Iuiú;Iuiu;77;3285;;
2917359;BA;29;JABORANDI;Jaborandi;Jaborandi;77;9859;;
2917409;BA;29;JACARACI;Jacaraci;Jacaraci;77;3649;;
2917508;BA;29;JACOBINA;Jacobina;Jacobina;74;3651;;
2917607;BA;29;JAGUAQUARA;Jaguaquara;Jaguaquara;73;3653;;
2917706;BA;29;JAGUARARI;Jaguarari;Jaguarari;74;3655;;
2917805;BA;29;JAGUARIPE;Jaguaripe;Jaguaripe;75;3657;;
2917904;BA;29;JANDAIRA;Jandaíra;Jandaira;75;3659;;
2918001;BA;29;JEQUIE;Jequié;Jequie;73;3661;;
2918100;BA;29;JEREMOABO;Jeremoabo;Jeremoabo;75;3663;;
2918209;BA;29;JIQUIRICA;Jiquiriçá;Jiquirica;75;3665;;
2918308;BA;29;JITAUNA;Jitaúna;Jitauna;73;3667;;
2918357;BA;29;JOAO DOURADO;João Dourado;Joao Dourado;74;3099;;
2918407;BA;29;JUAZEIRO;Juazeiro;Juazeiro;74;3669;;
2918456;BA;29;JUCURUCU;Jucuruçu;Jucurucu;73;3287;;
2918506;BA;29;JUSSARA;Jussara;Jussara;74;3671;;
2918555;BA;29;JUSSARI;Jussari;Jussari;73;3069;;
2918605;BA;29;JUSSIAPE;Jussiape;Jussiape;77;3673;;
2918704;BA;29;LAFAIETE COUTINHO;Lafaiete Coutinho;Lafaiete Coutinho;73;3675;;
2918753;BA;29;LAGOA REAL;Lagoa Real;Lagoa Real;77;3289;;
2918803;BA;29;LAJE;Laje;Laje;75;3677;;
2918902;BA;29;LAJEDAO;Lajedão;Lajedao;73;3679;;
2919009;BA;29;LAJEDINHO;Lajedinho;Lajedinho;75;3681;;
2919058;BA;29;LAJEDO DO TABOCAL;Lajedo do Tabocal;Lajedo do Tabocal;73;3291;;
2919108;BA;29;LAMARAO;Lamarão;Lamarao;75;3683;;
2919157;BA;29;LAPAO;Lapão;Lapao;74;3973;;
2919207;BA;29;LAURO DE FREITAS;Lauro de Freitas;Lauro de Freitas;71;3685;;
2919306;BA;29;LENCOIS;Lençóis;Lencois;75;3687;;
2919405;BA;29;LICINIO DE ALMEIDA;Licínio de Almeida;Licinio de Almeida;77;3689;;
2919504;BA;29;LIVRAMENTO DE NOSSA SENHORA;Livramento de Nossa Senhora;Livramento de Nossa Senhora;77;3691;;
2919553;BA;29;LUIS EDUARDO MAGALHAES;Luís Eduardo Magalhães;Luis Eduardo Magalhaes;77;1112;;
2919603;BA;29;MACAJUBA;Macajuba;Macajuba;74;3693;;
2919702;BA;29;MACARANI;Macarani;Macarani;77;3695;;
2919801;BA;29;MACAUBAS;Macaúbas;Macaubas;77;3697;;
2919900;BA;29;MACURURE;Macururé;Macurure;75;3699;;
2919926;BA;29;MADRE DE DEUS;Madre de Deus;Madre de Deus;71;3293;;
2919959;BA;29;MAETINGA;Maetinga;Maetinga;77;3975;;
2920007;BA;29;MAIQUINIQUE;Maiquinique;Maiquinique;77;3701;;
2920106;BA;29;MAIRI;Mairi;Mairi;74;3703;;
2920205;BA;29;MALHADA;Malhada;Malhada;77;3705;;
2920304;BA;29;MALHADA DE PEDRAS;Malhada de Pedras;Malhada de Pedras;77;3707;;
2920403;BA;29;MANOEL VITORINO;Manoel Vitorino;Manoel Vitorino;73;3709;;
2920452;BA;29;MANSIDAO;Mansidão;Mansidao;77;3977;;
2920502;BA;29;MARACAS;Maracás;Maracas;73;3711;;
2920601;BA;29;MARAGOGIPE;Maragogipe;Maragogipe;75;3713;;
2920700;BA;29;MARAU;Maraú;Marau;73;3715;;
2920809;BA;29;MARCIONILIO SOUZA;Marcionílio Souza;Marcionilio Souza;75;3717;;
2920908;BA;29;MASCOTE;Mascote;Mascote;73;3719;;
2921005;BA;29;MATA DE SAO JOAO;Mata de São João;Mata de Sao Joao;71;3721;;
2921054;BA;29;MATINA;Matina;Matina;77;3295;;
2921104;BA;29;MEDEIROS NETO;Medeiros Neto;Medeiros Neto;73;3723;;
2921203;BA;29;MIGUEL CALMON;Miguel Calmon;Miguel Calmon;74;3725;;
2921302;BA;29;MILAGRES;Milagres;Milagres;75;3727;;
2921401;BA;29;MIRANGABA;Mirangaba;Mirangaba;74;3729;;
2921450;BA;29;MIRANTE;Mirante;Mirante;77;3297;;
2921500;BA;29;MONTE SANTO;Monte Santo;Monte Santo;75;3731;;
2921609;BA;29;MORPARA;Morpará;Morpara;77;3733;;
2921708;BA;29;MORRO DO CHAPEU;Morro do Chapéu;Morro do Chapeu;74;3735;;
2921807;BA;29;MORTUGABA;Mortugaba;Mortugaba;77;3737;;
2921906;BA;29;MUCUGE;Mucugê;Mucuge;75;3739;;
2922003;BA;29;MUCURI;Mucuri;Mucuri;73;3741;;
2922052;BA;29;MULUNGU DO MORRO;Mulungu do Morro;Mulungu do Morro;74;3299;;
2922102;BA;29;MUNDO NOVO;Mundo Novo;Mundo Novo;74;3743;;
2922201;BA;29;MUNIZ FERREIRA;Muniz Ferreira;Muniz Ferreira;75;3745;;
2922250;BA;29;MUQUEM DE SAO FRANCISCO;Muquém de São Francisco;Muquem do Sao Francisco;77;3005;;
2922300;BA;29;MURITIBA;Muritiba;Muritiba;75;3747;;
2922409;BA;29;MUTUIPE;Mutuípe;Mutuipe;75;3749;;
2922508;BA;29;NAZARE;Nazaré;Nazare;75;3751;;
2922607;BA;29;NILO PECANHA;Nilo Peçanha;Nilo Pecanha;73;3753;;
2922656;BA;29;NORDESTINA;Nordestina;Nordestina;75;3979;;
2922706;BA;29;NOVA CANAA;Nova Canaã;Nova Canaa;73;3755;;
2922730;BA;29;NOVA FATIMA;Nova Fátima;Nova Fatima;75;3007;;
2922755;BA;29;NOVA IBIA;Nova Ibiá;Nova Ibia;73;3009;;
2922805;BA;29;NOVA ITARANA;Nova Itarana;Nova Itarana;73;3757;;
2922854;BA;29;NOVA REDENCAO;Nova Redenção;Nova Redencao;75;3011;;
2922904;BA;29;NOVA SOURE;Nova Soure;Nova Soure;75;3759;;
2923001;BA;29;NOVA VICOSA;Nova Viçosa;Nova Vicosa;73;3761;;
2923035;BA;29;NOVO HORIZONTE;Novo Horizonte;Novo Horizonte;77;3013;;
2923050;BA;29;NOVO TRIUNFO;Novo Triunfo;Novo Triunfo;75;3015;;
2923100;BA;29;OLINDINA;Olindina;Olindina;75;3763;;
2923209;BA;29;OLIVEIRA DOS BREJINHOS;Oliveira dos Brejinhos;Oliveira dos Brejinhos;77;3765;;
2923308;BA;29;OURICANGAS;Ouriçangas;Ouricangas;75;3767;;
2923357;BA;29;OUROLANDIA;Ourolândia;Ourolandia;74;3017;;
2923407;BA;29;PALMAS DE MONTE ALTO;Palmas de Monte Alto;Palmas de Monte Alto;77;3769;;
2923506;BA;29;PALMEIRAS;Palmeiras;Palmeiras;75;3771;;
2923605;BA;29;PARAMIRIM;Paramirim;Paramirim;77;3773;;
2923704;BA;29;PARATINGA;Paratinga;Paratinga;77;3775;;
2923803;BA;29;PARIPIRANGA;Paripiranga;Paripiranga;75;3777;;
2923902;BA;29;PAU BRASIL;Pau Brasil;Pau Brasil;73;3779;;
2924009;BA;29;PAULO AFONSO;Paulo Afonso;Paulo Afonso;75;3781;;
2924058;BA;29;PE DE SERRA;Pé de Serra;Pe de Serra;75;3981;;
2924108;BA;29;PEDRAO;Pedrão;Pedrao;75;3783;;
2924207;BA;29;PEDRO ALEXANDRE;Pedro Alexandre;Pedro Alexandre;75;3785;;
2924306;BA;29;PIATA;Piatã;Piata;77;3787;;
2924405;BA;29;PILAO ARCADO;Pilão Arcado;Pilao Arcado;74;3789;;
2924504;BA;29;PINDAI;Pindaí;Pindai;77;3791;;
2924603;BA;29;PINDOBACU;Pindobaçu;Pindobacu;74;3793;;
2924652;BA;29;PINTADAS;Pintadas;Pintadas;75;3983;;
2924678;BA;29;PIRAI DO NORTE;Piraí do Norte;Pirai do Norte;73;3019;;
2924702;BA;29;PIRIPA;Piripá;Piripa;77;3795;;
2924801;BA;29;PIRITIBA;Piritiba;Piritiba;74;3797;;
2924900;BA;29;PLANALTINO;Planaltino;Planaltino;73;3799;;
2925006;BA;29;PLANALTO;Planalto;Planalto;77;3801;;
2925105;BA;29;POCOES;Poções;Pocoes;77;3803;;
2925204;BA;29;POJUCA;Pojuca;Pojuca;71;3805;;
2925253;BA;29;PONTO NOVO;Ponto Novo;Ponto Novo;74;3021;;
2925303;BA;29;PORTO SEGURO;Porto Seguro;Porto Seguro;73;3807;;
2925402;BA;29;POTIRAGUA;Potiraguá;Potiragua;73;3809;;
2925501;BA;29;PRADO;Prado;Prado;73;3811;;
2925600;BA;29;PRESIDENTE DUTRA;Presidente Dutra;Presidente Dutra;74;3813;;
2925709;BA;29;PRESIDENTE JANIO QUADROS;Presidente Jânio Quadros;Presidente Janio Quadros;77;3815;;
2925758;BA;29;PRESIDENTE TANCREDO NEVES;Presidente Tancredo Neves;Presidente Tancredo Neves;73;3023;;
2925808;BA;29;QUEIMADAS;Queimadas;Queimadas;75;3817;;
2925907;BA;29;QUIJINGUE;Quijingue;Quijingue;75;3819;;
2925931;BA;29;QUIXABEIRA;Quixabeira;Quixabeira;74;3025;;
2925956;BA;29;RAFAEL JAMBEIRO;Rafael Jambeiro;Rafael Jambeiro;75;3985;;
2926004;BA;29;REMANSO;Remanso;Remanso;74;3821;;
2926103;BA;29;RETIROLANDIA;Retirolândia;Retirolandia;75;3823;;
2926202;BA;29;RIACHAO DAS NEVES;Riachão das Neves;Riachao das Neves;77;3825;;
2926301;BA;29;RIACHAO DO JACUIPE;Riachão do Jacuípe;Riachao do Jacuipe;75;3827;;
2926400;BA;29;RIACHO DE SANTANA;Riacho de Santana;Riacho de Santana;77;3829;;
2926509;BA;29;RIBEIRA DO AMPARO;Ribeira do Amparo;Ribeira do Amparo;75;3831;;
2926608;BA;29;RIBEIRA DO POMBAL;Ribeira do Pombal;Ribeira do Pombal;75;3833;;
2926657;BA;29;RIBEIRAO DO LARGO;Ribeirão do Largo;Ribeirao do Largo;77;3027;;
2926707;BA;29;RIO DE CONTAS;Rio de Contas;Rio de Contas;77;3835;;
2926806;BA;29;RIO DO ANTONIO;Rio do Antônio;Rio do Antonio;77;3837;;
2926905;BA;29;RIO DO PIRES;Rio do Pires;Rio do Pires;77;3839;;
2927002;BA;29;RIO REAL;Rio Real;Rio Real;75;3841;;
2927101;BA;29;RODELAS;Rodelas;Rodelas;75;3843;;
2927200;BA;29;RUY BARBOSA;Ruy Barbosa;Ruy Barbosa;75;3845;;
2927309;BA;29;SALINAS DA MARGARIDA;Salinas da Margarida;Salinas da Margarida;75;3847;;
2927408;BA;29;SALVADOR;Salvador;Salvador;71;3849;;
2927507;BA;29;SANTA BARBARA;Santa Bárbara;Santa Barbara;75;3851;;
2927606;BA;29;SANTA BRIGIDA;Santa Brígida;Santa Brigida;75;3853;;
2927705;BA;29;SANTA CRUZ CABRALIA;Santa Cruz Cabrália;Santa Cruz Cabralia;73;3855;;
2927804;BA;29;SANTA CRUZ DA VITORIA;Santa Cruz da Vitória;Santa Cruz da Vitoria;73;3857;;
2927903;BA;29;SANTA INES;Santa Inês;Santa Ines;73;3859;;
2928059;BA;29;SANTA LUZIA;Santa Luzia;Santa Luzia;73;3987;;
2928109;BA;29;SANTA MARIA DA VITORIA;Santa Maria da Vitória;Santa Maria da Vitoria;77;3863;;
2928406;BA;29;SANTA RITA DE CASSIA;Santa Rita de Cássia;Santa Rita de Cassia;77;3549;;
2928505;BA;29;SANTA TERESINHA;Santa Teresinha;Santa Teresinha;75;3869;;
2928000;BA;29;SANTALUZ;Santaluz;Santaluz;75;3861;;
2928208;BA;29;SANTANA;Santana;Santana;77;3865;;
2928307;BA;29;SANTANOPOLIS;Santanópolis;Santanopolis;75;3867;;
2928604;BA;29;SANTO AMARO;Santo Amaro;Santo Amaro;75;3871;;
2928703;BA;29;SANTO ANTONIO DE JESUS;Santo Antônio de Jesus;Santo Antonio de Jesus;75;3873;;
2928802;BA;29;SANTO ESTEVAO;Santo Estêvão;Santo Estevao;75;3875;;
2928901;BA;29;SAO DESIDERIO;São Desidério;Sao Desiderio;77;3877;;
2928950;BA;29;SAO DOMINGOS;São Domingos;Sao Domingos;75;3029;;
2929107;BA;29;SAO FELIPE;São Felipe;Sao Felipe;75;3881;;
2929008;BA;29;SAO FELIX;São Félix;Sao Felix;75;3879;;
2929057;BA;29;SAO FELIX DO CORIBE;São Félix do Coribe;Sao Felix do Coribe;77;3031;;
2929206;BA;29;SAO FRANCISCO DO CONDE;São Francisco do Conde;Sao Francisco do Conde;71;3883;;
2929255;BA;29;SAO GABRIEL;São Gabriel;Sao Gabriel;74;3989;;
2929305;BA;29;SAO GONCALO DOS CAMPOS;São Gonçalo dos Campos;Sao Goncalo dos Campos;75;3885;;
2929354;BA;29;SAO JOSE DA VITORIA;São José da Vitória;Sao Jose da Vitoria;73;3035;;
2929370;BA;29;SAO JOSE DO JACUIPE;São José do Jacuípe;Sao Jose do Jacuipe;74;3033;;
2929404;BA;29;SAO MIGUEL DAS MATAS;São Miguel das Matas;Sao Miguel das Matas;75;3887;;
2929503;BA;29;SAO SEBASTIAO DO PASSE;São Sebastião do Passé;Sao Sebastiao do Passe;71;3889;;
2929602;BA;29;SAPEACU;Sapeaçu;Sapeacu;75;3891;;
2929701;BA;29;SATIRO DIAS;Sátiro Dias;Satiro Dias;75;3893;;
2929750;BA;29;SAUBARA;Saubara;Saubara;71;3037;;
2929800;BA;29;SAUDE;Saúde;Saude;74;3895;;
2929909;BA;29;SEABRA;Seabra;Seabra;75;3897;;
2930006;BA;29;SEBASTIAO LARANJEIRAS;Sebastião Laranjeiras;Sebastiao Laranjeiras;77;3899;;
2930105;BA;29;SENHOR DO BONFIM;Senhor do Bonfim;Senhor do Bonfim;74;3901;;
2930204;BA;29;SENTO SE;Sento Sé;Sento Se;74;3903;;
2930154;BA;29;SERRA DO RAMALHO;Serra do Ramalho;Serra do Ramalho;77;3039;;
2930303;BA;29;SERRA DOURADA;Serra Dourada;Serra Dourada;77;3905;;
2930402;BA;29;SERRA PRETA;Serra Preta;Serra Preta;75;3907;;
2930501;BA;29;SERRINHA;Serrinha;Serrinha;75;3909;;
2930600;BA;29;SERROLANDIA;Serrolândia;Serrolandia;74;3911;;
2930709;BA;29;SIMOES FILHO;Simões Filho;Simoes Filho;71;3913;;
2930758;BA;29;SITIO DO MATO;Sítio do Mato;Sitio do Mato;77;3041;;
2930766;BA;29;SITIO DO QUINTO;Sítio do Quinto;Sitio do Quinto;75;3043;;
2930774;BA;29;SOBRADINHO;Sobradinho;Sobradinho;74;3045;;
2930808;BA;29;SOUTO SOARES;Souto Soares;Souto Soares;75;3915;;
2930907;BA;29;TABOCAS DO BREJO VELHO;Tabocas do Brejo Velho;Tabocas do Brejo Velho;77;3917;;
2931004;BA;29;TANHACU;Tanhaçu;Tanhacu;77;3919;;
2931053;BA;29;TANQUE NOVO;Tanque Novo;Tanque Novo;77;3991;;
2931103;BA;29;TANQUINHO;Tanquinho;Tanquinho;75;3921;;
2931202;BA;29;TAPEROA;Taperoá;Taperoa;75;3923;;
2931301;BA;29;TAPIRAMUTA;Tapiramutá;Tapiramuta;74;3925;;
2931350;BA;29;TEIXEIRA DE FREITAS;Teixeira de Freitas;Teixeira de Freitas;73;3993;;
2931400;BA;29;TEODORO SAMPAIO;Teodoro Sampaio;Teodoro Sampaio;75;3927;;
2931509;BA;29;TEOFILANDIA;Teofilândia;Teofilandia;75;3929;;
2931608;BA;29;TEOLANDIA;Teolândia;Teolandia;73;3931;;
2931707;BA;29;TERRA NOVA;Terra Nova;Terra Nova;75;3933;;
2931806;BA;29;TREMEDAL;Tremedal;Tremedal;77;3935;;
2931905;BA;29;TUCANO;Tucano;Tucano;75;3937;;
2932002;BA;29;UAUA;Uauá;Uaua;74;3939;;
2932101;BA;29;UBAIRA;Ubaíra;Ubaira;75;3941;;
2932200;BA;29;UBAITABA;Ubaitaba;Ubaitaba;73;3943;;
2932309;BA;29;UBATA;Ubatã;Ubata;73;3945;;
2932408;BA;29;UIBAI;Uibaí;Uibai;74;3947;;
2932457;BA;29;UMBURANAS;Umburanas;Umburanas;74;3047;;
2932507;BA;29;UNA;Una;Una;73;3949;;
2932606;BA;29;URANDI;Urandi;Urandi;77;3951;;
2932705;BA;29;URUCUCA;Uruçuca;Urucuca;73;3953;;
2932804;BA;29;UTINGA;Utinga;Utinga;75;3955;;
2932903;BA;29;VALENCA;Valença;Valenca;75;3957;;
2933000;BA;29;VALENTE;Valente;Valente;75;3959;;
2933059;BA;29;VARZEA DA ROCA;Várzea da Roça;Varzea da Roca;74;3997;;
2933109;BA;29;VARZEA DO POCO;Várzea do Poço;Varzea do Poco;74;3961;;
2933158;BA;29;VARZEA NOVA;Várzea Nova;Varzea Nova;74;3995;;
2933174;BA;29;VARZEDO;Varzedo;Varzedo;75;3049;;
2933208;BA;29;VERA CRUZ;Vera Cruz;Vera Cruz;71;3963;;
2933257;BA;29;VEREDA;Vereda;Vereda;73;3051;;
2933307;BA;29;VITORIA DA CONQUISTA;Vitória da Conquista;Vitoria da Conquista;77;3965;;
2933406;BA;29;WAGNER;Wagner;Wagner;75;3967;;
2933455;BA;29;WANDERLEY;Wanderley;Wanderley;77;3999;;
2933505;BA;29;WENCESLAU GUIMARAES;Wenceslau Guimarães;Wenceslau Guimaraes;73;3969;;
2933604;BA;29;XIQUE-XIQUE;Xique-Xique;Xique-Xique;74;3971;;
2300101;CE;23;ABAIARA;Abaiara;Abaiara;88;1301;;
2300150;CE;23;ACARAPE;Acarape;Acarape;85;1231;;
2300200;CE;23;ACARAU;Acaraú;Acarau;88;1303;;
2300309;CE;23;ACOPIARA;Acopiara;Acopiara;88;1305;;
2300408;CE;23;AIUABA;Aiuaba;Aiuaba;88;1307;;
2300507;CE;23;ALCANTARAS;Alcântaras;Alcantaras;88;1309;;
2300606;CE;23;ALTANEIRA;Altaneira;Altaneira;88;1311;;
2300705;CE;23;ALTO SANTO;Alto Santo;Alto Santo;88;1313;;
2300754;CE;23;AMONTADA;Amontada;Amontada;88;1587;;
2300804;CE;23;ANTONINA DO NORTE;Antonina do Norte;Antonina do Norte;88;1315;;
2300903;CE;23;APUIARES;Apuiarés;Apuiares;85;1317;;
2301000;CE;23;AQUIRAZ;Aquiraz;Aquiraz;85;1319;;
2301109;CE;23;ARACATI;Aracati;Aracati;88;1321;;
2301208;CE;23;ARACOIABA;Aracoiaba;Aracoiaba;85;1323;;
2301257;CE;23;ARARENDA;Ararendá;Ararenda;88;989;;
2301307;CE;23;ARARIPE;Araripe;Araripe;88;1325;;
2301406;CE;23;ARATUBA;Aratuba;Aratuba;85;1327;;
2301505;CE;23;ARNEIROZ;Arneiroz;Arneiroz;88;1329;;
2301604;CE;23;ASSARE;Assaré;Assare;88;1331;;
2301703;CE;23;AURORA;Aurora;Aurora;88;1333;;
2301802;CE;23;BAIXIO;Baixio;Baixio;88;1335;;
2301851;CE;23;BANABUIU;Banabuiú;Banabuiu;88;1233;;
2301901;CE;23;BARBALHA;Barbalha;Barbalha;88;1337;;
2301950;CE;23;BARREIRA;Barreira;Barreira;85;1235;;
2302008;CE;23;BARRO;Barro;Barro;88;1339;;
2302057;CE;23;BARROQUINHA;Barroquinha;Barroquinha;88;1237;;
2302107;CE;23;BATURITE;Baturité;Baturite;85;1341;;
2302206;CE;23;BEBERIBE;Beberibe;Beberibe;85;1343;;
2302305;CE;23;BELA CRUZ;Bela Cruz;Bela Cruz;88;1345;;
2302404;CE;23;BOA VIAGEM;Boa Viagem;Boa Viagem;88;1347;;
2302503;CE;23;BREJO SANTO;Brejo Santo;Brejo Santo;88;1349;;
2302602;CE;23;CAMOCIM;Camocim;Camocim;88;1351;;
2302701;CE;23;CAMPOS SALES;Campos Sales;Campos Sales;88;1353;;
2302800;CE;23;CANINDE;Canindé;Caninde;85;1355;;
2302909;CE;23;CAPISTRANO;Capistrano;Capistrano;85;1357;;
2303006;CE;23;CARIDADE;Caridade;Caridade;85;1359;;
2303105;CE;23;CARIRE;Cariré;Carire;88;1361;;
2303204;CE;23;CARIRIACU;Caririaçu;Caririacu;88;1363;;
2303303;CE;23;CARIUS;Cariús;Carius;88;1365;;
2303402;CE;23;CARNAUBAL;Carnaubal;Carnaubal;88;1367;;
2303501;CE;23;CASCAVEL;Cascavel;Cascavel;85;1369;;
2303600;CE;23;CATARINA;Catarina;Catarina;88;1371;;
2303659;CE;23;CATUNDA;Catunda;Catunda;88;983;;
2303709;CE;23;CAUCAIA;Caucaia;Caucaia;85;1373;;
2303808;CE;23;CEDRO;Cedro;Cedro;88;1375;;
2303907;CE;23;CHAVAL;Chaval;Chaval;88;1377;;
2303931;CE;23;CHORO;Choró;Choro;88;993;;
2303956;CE;23;CHOROZINHO;Chorozinho;Chorozinho;85;1239;;
2304004;CE;23;COREAU;Coreaú;Coreau;88;1381;;
2304103;CE;23;CRATEUS;Crateús;Crateus;88;1383;;
2304202;CE;23;CRATO;Crato;Crato;88;1385;;
2304236;CE;23;CROATA;Croatá;Croata;88;1241;;
2304251;CE;23;CRUZ;Cruz;Cruz;88;1589;;
2304269;CE;23;DEPUTADO IRAPUAN PINHEIRO;Deputado Irapuan Pinheiro;Deputado Irapuan Pinheiro;88;1243;;
2304277;CE;23;ERERE;Ererê;Erere;88;1245;;
2304285;CE;23;EUSEBIO;Eusébio;Eusebio;85;1247;;
2304301;CE;23;FARIAS BRITO;Farias Brito;Farias Brito;88;1387;;
2304350;CE;23;FORQUILHA;Forquilha;Forquilha;88;1591;;
2304400;CE;23;FORTALEZA;Fortaleza;Fortaleza;85;1389;;
2304459;CE;23;FORTIM;Fortim;Fortim;88;987;;
2304509;CE;23;FRECHEIRINHA;Frecheirinha;Frecheirinha;88;1391;;
2304608;CE;23;GENERAL SAMPAIO;General Sampaio;General Sampaio;85;1393;;
2304657;CE;23;GRACA;Graça;Graca;88;1249;;
2304707;CE;23;GRANJA;Granja;Granja;88;1395;;
2304806;CE;23;GRANJEIRO;Granjeiro;Granjeiro;88;1397;;
2304905;CE;23;GROAIRAS;Groaíras;Groairas;88;1399;;
2304954;CE;23;GUAIUBA;Guaiúba;Guaiuba;85;1251;;
2305001;CE;23;GUARACIABA DO NORTE;Guaraciaba do Norte;Guaraciaba do Norte;88;1401;;
2305100;CE;23;GUARAMIRANGA;Guaramiranga;Guaramiranga;85;1403;;
2305209;CE;23;HIDROLANDIA;Hidrolândia;Hidrolandia;88;1405;;
2305233;CE;23;HORIZONTE;Horizonte;Horizonte;85;1253;;
2305266;CE;23;IBARETAMA;Ibaretama;Ibaretama;88;1255;;
2305308;CE;23;IBIAPINA;Ibiapina;Ibiapina;88;1407;;
2305332;CE;23;IBICUITINGA;Ibicuitinga;Ibicuitinga;88;1257;;
2305357;CE;23;ICAPUI;Icapuí;Icapui;88;1593;;
2305407;CE;23;ICO;Icó;Ico;88;1409;;
2305506;CE;23;IGUATU;Iguatu;Iguatu;88;1411;;
